chr21:11099662-11099866	chr21:11109153-11109188
chr10:11208955-11209315	chr10:11217991-11218170
chr10:11208955-11209315	chr10:11218697-11219244
chr10:11208955-11209315	chr10:11220579-11221039
chr10:11208955-11209315	chr10:11222222-11222709
chr10:11917828-11918087	chr10:11937332-11937570
chr10:11917828-11918087	chr10:11940492-11940889
chr10:11924114-11924319	chr10:11937332-11937570
chr10:11924114-11924319	chr10:11940492-11940889
chr10:14215783-14216000	chr10:14231808-14231900
chr10:14217181-14217543	chr10:14231808-14231900
chr10:21789044-21789221	chr10:21798958-21799135
chr10:21789044-21789221	chr10:21799318-21799715
chr10:21789044-21789221	chr10:21809167-21809536
chr10:21789044-21789221	chr10:21816029-21816444
chr10:21789044-21789221	chr10:21816987-21817223
chr10:21789044-21789221	chr10:21824374-21824606
chr10:21790184-21790342	chr10:21798958-21799135
chr10:21790184-21790342	chr10:21799318-21799715
chr10:21790184-21790342	chr10:21809167-21809536
chr10:21790184-21790342	chr10:21816029-21816444
chr10:21790184-21790342	chr10:21816987-21817223
chr10:21790184-21790342	chr10:21824374-21824606
chr10:21795346-21795467	chr10:21798958-21799135
chr10:21795346-21795467	chr10:21799318-21799715
chr10:21795346-21795467	chr10:21809167-21809536
chr10:21795346-21795467	chr10:21816029-21816444
chr10:21795346-21795467	chr10:21816987-21817223
chr10:21795346-21795467	chr10:21824374-21824606
chr10:21798958-21799135	chr10:21798958-21799135
chr10:21798958-21799135	chr10:21799318-21799715
chr10:21798958-21799135	chr10:21809167-21809536
chr10:21798958-21799135	chr10:21816029-21816444
chr10:21798958-21799135	chr10:21816987-21817223
chr10:21798958-21799135	chr10:21824374-21824606
chr10:21799318-21799715	chr10:21799318-21799715
chr10:21799318-21799715	chr10:21809167-21809536
chr10:21799318-21799715	chr10:21816029-21816444
chr10:21799318-21799715	chr10:21816987-21817223
chr10:21799318-21799715	chr10:21824374-21824606
chr10:21809167-21809536	chr10:21809167-21809536
chr10:21809167-21809536	chr10:21816029-21816444
chr10:21809167-21809536	chr10:21816987-21817223
chr10:21809167-21809536	chr10:21824374-21824606
chr10:21816029-21816444	chr10:21816029-21816444
chr10:21816029-21816444	chr10:21816987-21817223
chr10:21816029-21816444	chr10:21824374-21824606
chr10:22628998-22629520	chr10:22658531-22658793
chr10:22629825-22629981	chr10:22658531-22658793
chr10:22630393-22630515	chr10:22658531-22658793
chr10:22887940-22888243	chr10:22904639-22904845
chr10:22890368-22890535	chr10:22904639-22904845
chr10:22904639-22904845	chr10:22919359-22919855
chr10:22904639-22904845	chr10:22920592-22920972
chr10:22907073-22907416	chr10:22919359-22919855
chr10:22907073-22907416	chr10:22920592-22920972
chr10:22920592-22920972	chr10:23344774-23344811
chr10:32668626-32668988	chr10:32735821-32736068
chr10:43905259-43905708	chr10:43905259-43905708
chr10:43905259-43905708	chr10:43913618-43913796
chr10:43913618-43913796	chr10:43950893-43951349
chr10:45445885-45445945	chr10:45453721-45453921
chr10:45453721-45453921	chr10:45469010-45469359
chr10:45453721-45453921	chr10:45470476-45470795
chr10:45459640-45459966	chr10:45469010-45469359
chr10:45459640-45459966	chr10:45470476-45470795
chr10:45461456-45461865	chr10:45469010-45469359
chr10:45461456-45461865	chr10:45470476-45470795
chr10:45461973-45462312	chr10:45469010-45469359
chr10:45461973-45462312	chr10:45470476-45470795
chr10:45463684-45463996	chr10:45469010-45469359
chr10:45463684-45463996	chr10:45470476-45470795
chr10:45464299-45464380	chr10:45469010-45469359
chr10:45464299-45464380	chr10:45470476-45470795
chr10:45469010-45469359	chr10:45491838-45491921
chr10:45470476-45470795	chr10:45491838-45491921
chr10:50377282-50377414	chr10:50384609-50384673
chr10:50377282-50377414	chr10:50385443-50385844
chr10:50377282-50377414	chr10:50387266-50387413
chr10:50377282-50377414	chr10:50391668-50392044
chr10:50377282-50377414	chr10:50392979-50393162
chr10:50382507-50382686	chr10:50391668-50392044
chr10:50382507-50382686	chr10:50394805-50395182
chr10:50508434-50508798	chr10:50517945-50518932
chr10:61639238-61639777	chr10:61667658-61667858
chr10:70822086-70822440	chr10:70846057-70846170
chr10:70825489-70826129	chr10:70846057-70846170
chr10:70846057-70846170	chr10:70884620-70884824
chr10:70849672-70851282	chr10:70884620-70884824
chr10:70853829-70854114	chr10:70884620-70884824
chr10:73605642-73606023	chr10:73620184-73620641
chr10:74007983-74008154	chr10:74032298-74032943
chr10:74007983-74008154	chr10:74037393-74037499
chr10:74014911-74015029	chr10:74032298-74032943
chr10:74014911-74015029	chr10:74037393-74037499
chr10:74016969-74017226	chr10:74032298-74032943
chr10:74016969-74017226	chr10:74037393-74037499
chr10:74019515-74019657	chr10:74032298-74032943
chr10:74019515-74019657	chr10:74037393-74037499
chr10:74020239-74021717	chr10:74032298-74032943
chr10:74020239-74021717	chr10:74037393-74037499
chr10:74032298-74032943	chr10:74068319-74068595
chr10:74032298-74032943	chr10:74069583-74069715
chr10:74032298-74032943	chr10:74070583-74070739
chr10:74032298-74032943	chr10:74076833-74077036
chr10:74032298-74032943	chr10:74078612-74078870
chr10:74032298-74032943	chr10:74079380-74080359
chr10:74032298-74032943	chr10:74080430-74080993
chr10:74032298-74032943	chr10:74081865-74082262
chr10:74032298-74032943	chr10:74082335-74082540
chr10:74032298-74032943	chr10:74085147-74085316
chr10:74032298-74032943	chr10:74086996-74087315
chr10:74032298-74032943	chr10:74091361-74091474
chr10:74032298-74032943	chr10:74091661-74092150
chr10:74037393-74037499	chr10:74068319-74068595
chr10:74037393-74037499	chr10:74069583-74069715
chr10:74037393-74037499	chr10:74070583-74070739
chr10:74037393-74037499	chr10:74076833-74077036
chr10:74037393-74037499	chr10:74078612-74078870
chr10:74037393-74037499	chr10:74079380-74080359
chr10:74037393-74037499	chr10:74080430-74080993
chr10:74037393-74037499	chr10:74081865-74082262
chr10:74037393-74037499	chr10:74082335-74082540
chr10:74037393-74037499	chr10:74085147-74085316
chr10:74037393-74037499	chr10:74086996-74087315
chr10:74037393-74037499	chr10:74091361-74091474
chr10:74037393-74037499	chr10:74091661-74092150
chr10:74032298-74032943	chr10:74055686-74056073
chr10:74032298-74032943	chr10:74056833-74058104
chr10:74037393-74037499	chr10:74055686-74056073
chr10:74037393-74037499	chr10:74056833-74058104
chr10:74055686-74056073	chr10:74076833-74077036
chr10:74055686-74056073	chr10:74078612-74078870
chr10:74055686-74056073	chr10:74079380-74080359
chr10:74055686-74056073	chr10:74080430-74080993
chr10:74055686-74056073	chr10:74081865-74082262
chr10:74055686-74056073	chr10:74082335-74082540
chr10:74055686-74056073	chr10:74085147-74085316
chr10:74056833-74058104	chr10:74076833-74077036
chr10:74056833-74058104	chr10:74078612-74078870
chr10:74056833-74058104	chr10:74079380-74080359
chr10:74056833-74058104	chr10:74080430-74080993
chr10:74056833-74058104	chr10:74081865-74082262
chr10:74056833-74058104	chr10:74082335-74082540
chr10:74056833-74058104	chr10:74085147-74085316
chr10:74068319-74068595	chr10:74076833-74077036
chr10:74068319-74068595	chr10:74078612-74078870
chr10:74068319-74068595	chr10:74079380-74080359
chr10:74068319-74068595	chr10:74080430-74080993
chr10:74068319-74068595	chr10:74081865-74082262
chr10:74068319-74068595	chr10:74082335-74082540
chr10:74069583-74069715	chr10:74076833-74077036
chr10:74069583-74069715	chr10:74078612-74078870
chr10:74069583-74069715	chr10:74079380-74080359
chr10:74069583-74069715	chr10:74080430-74080993
chr10:74069583-74069715	chr10:74081865-74082262
chr10:74069583-74069715	chr10:74082335-74082540
chr10:74070583-74070739	chr10:74076833-74077036
chr10:74070583-74070739	chr10:74078612-74078870
chr10:74070583-74070739	chr10:74079380-74080359
chr10:74070583-74070739	chr10:74080430-74080993
chr10:74070583-74070739	chr10:74081865-74082262
chr10:74070583-74070739	chr10:74082335-74082540
chr10:74078612-74078870	chr10:74091361-74091474
chr10:74078612-74078870	chr10:74091661-74092150
chr10:74079380-74080359	chr10:74091361-74091474
chr10:74079380-74080359	chr10:74091661-74092150
chr10:74080430-74080993	chr10:74091361-74091474
chr10:74080430-74080993	chr10:74091661-74092150
chr10:74081865-74082262	chr10:74091361-74091474
chr10:74081865-74082262	chr10:74091661-74092150
chr10:74082335-74082540	chr10:74091361-74091474
chr10:74082335-74082540	chr10:74091661-74092150
chr10:74385233-74385288	chr10:74453097-74453245
chr10:74991679-74992005	chr10:75004761-75005017
chr10:75004761-75005017	chr10:75253773-75253975
chr10:75665411-75665653	chr10:75686047-75686559
chr10:75666465-75666800	chr10:75686047-75686559
chr10:79670022-79670276	chr10:79731077-79731252
chr10:80830818-80831199	chr10:80841621-80841843
chr10:80897644-80897901	chr10:80908110-80909032
chr10:80897644-80897901	chr10:80911539-80911799
chr10:81103020-81103289	chr10:81116031-81116092
chr10:81104618-81104919	chr10:81116031-81116092
chr10:81105192-81105332	chr10:81116031-81116092
chr10:81116031-81116092	chr10:81227610-81227707
chr10:81946319-81946704	chr10:81956011-81956585
chr10:81946319-81946704	chr10:81962798-81963579
chr10:81956011-81956585	chr10:81962798-81963579
chr10:82214819-82214901	chr10:82257950-82258092
chr10:82214819-82214901	chr10:82258642-82258780
chr10:94351391-94351691	chr10:94516374-94516585
chr10:94351391-94351691	chr10:94516915-94517155
chr10:94353992-94354203	chr10:94516374-94516585
chr10:94353992-94354203	chr10:94516915-94517155
chr10:94516374-94516585	chr10:94593194-94593285
chr10:94516915-94517155	chr10:94593194-94593285
chr10:101381465-101381554	chr10:101417166-101417530
chr10:101382479-101382644	chr10:101417166-101417530
chr10:105427179-105427487	chr10:105451160-105451473
chr10:105427179-105427487	chr10:105452274-105452407
chr10:106096287-106096870	chr10:106109390-106109845
chr10:111971446-111971590	chr10:111981639-111982026
chr10:111971920-111972386	chr10:111981639-111982026
chr10:133776164-133776302	chr10:133794080-133794414
chr10:134208745-134209013	chr10:134260341-134260546
chr10:134208745-134209013	chr10:134266616-134267060
chr10:134212658-134212854	chr10:134260341-134260546
chr10:134212658-134212854	chr10:134266616-134267060
chr10:135059182-135059590	chr10:135119353-135119734
chr10:135074691-135075148	chr10:135119353-135119734
chr10:135092117-135092276	chr10:135119353-135119734
chr10:135092436-135092746	chr10:135119353-135119734
chr10:135092117-135092276	chr10:135107749-135108037
chr10:135092436-135092746	chr10:135107749-135108037
chr10:135107749-135108037	chr10:135119353-135119734
chr10:135118820-135119258	chr10:135205459-135205597
chr10:135119353-135119734	chr10:135205459-135205597
chr18:781638-782117	chr18:813044-813594
chr18:813044-813594	chr18:830446-830703
chr18:2641738-2642012	chr18:2653655-2653795
chr18:2916275-2916499	chr18:3251422-3251674
chr18:3250721-3251122	chr18:3594733-3596177
chr18:3446696-3446930	chr18:3594733-3596177
chr18:3446696-3446930	chr18:3660906-3661002
chr18:3446696-3446930	chr18:3661317-3661540
chr18:3446696-3446930	chr18:3665613-3666165
chr18:3582686-3583234	chr18:3612432-3612598
chr18:3582686-3583234	chr18:3623872-3624258
chr18:3582686-3583234	chr18:3624338-3624601
chr18:3582686-3583234	chr18:3624841-3625119
chr18:3582686-3583234	chr18:3625326-3625427
chr18:3582686-3583234	chr18:3630146-3630509
chr18:3582686-3583234	chr18:3639477-3639730
chr18:3582686-3583234	chr18:3650005-3650381
chr18:3582686-3583234	chr18:3660906-3661002
chr18:3582686-3583234	chr18:3661317-3661540
chr18:3582686-3583234	chr18:3665613-3666165
chr18:3582686-3583234	chr18:3676188-3676369
chr18:3594733-3596177	chr18:3612432-3612598
chr18:3594733-3596177	chr18:3623872-3624258
chr18:3594733-3596177	chr18:3624338-3624601
chr18:3594733-3596177	chr18:3624841-3625119
chr18:3594733-3596177	chr18:3625326-3625427
chr18:3594733-3596177	chr18:3630146-3630509
chr18:3594733-3596177	chr18:3639477-3639730
chr18:3594733-3596177	chr18:3650005-3650381
chr18:3594733-3596177	chr18:3660906-3661002
chr18:3594733-3596177	chr18:3661317-3661540
chr18:3594733-3596177	chr18:3665613-3666165
chr18:3594733-3596177	chr18:3676188-3676369
chr18:3610673-3610894	chr18:3612432-3612598
chr18:3610673-3610894	chr18:3623872-3624258
chr18:3610673-3610894	chr18:3624338-3624601
chr18:3610673-3610894	chr18:3624841-3625119
chr18:3610673-3610894	chr18:3625326-3625427
chr18:3610673-3610894	chr18:3630146-3630509
chr18:3610673-3610894	chr18:3639477-3639730
chr18:3610673-3610894	chr18:3650005-3650381
chr18:3610673-3610894	chr18:3660906-3661002
chr18:3610673-3610894	chr18:3661317-3661540
chr18:3610673-3610894	chr18:3665613-3666165
chr18:3610673-3610894	chr18:3676188-3676369
chr18:3612432-3612598	chr18:3612432-3612598
chr18:3612432-3612598	chr18:3623872-3624258
chr18:3612432-3612598	chr18:3624338-3624601
chr18:3612432-3612598	chr18:3624841-3625119
chr18:3612432-3612598	chr18:3625326-3625427
chr18:3612432-3612598	chr18:3630146-3630509
chr18:3612432-3612598	chr18:3639477-3639730
chr18:3612432-3612598	chr18:3650005-3650381
chr18:3612432-3612598	chr18:3660906-3661002
chr18:3612432-3612598	chr18:3661317-3661540
chr18:3612432-3612598	chr18:3665613-3666165
chr18:3612432-3612598	chr18:3676188-3676369
chr18:3623872-3624258	chr18:3623872-3624258
chr18:3623872-3624258	chr18:3624338-3624601
chr18:3623872-3624258	chr18:3624841-3625119
chr18:3623872-3624258	chr18:3625326-3625427
chr18:3623872-3624258	chr18:3630146-3630509
chr18:3623872-3624258	chr18:3639477-3639730
chr18:3623872-3624258	chr18:3650005-3650381
chr18:3623872-3624258	chr18:3660906-3661002
chr18:3623872-3624258	chr18:3661317-3661540
chr18:3623872-3624258	chr18:3665613-3666165
chr18:3623872-3624258	chr18:3676188-3676369
chr18:3624338-3624601	chr18:3624338-3624601
chr18:3624338-3624601	chr18:3624841-3625119
chr18:3624338-3624601	chr18:3625326-3625427
chr18:3624338-3624601	chr18:3630146-3630509
chr18:3624338-3624601	chr18:3639477-3639730
chr18:3624338-3624601	chr18:3650005-3650381
chr18:3624338-3624601	chr18:3660906-3661002
chr18:3624338-3624601	chr18:3661317-3661540
chr18:3624338-3624601	chr18:3665613-3666165
chr18:3624338-3624601	chr18:3676188-3676369
chr18:3624841-3625119	chr18:3624841-3625119
chr18:3624841-3625119	chr18:3625326-3625427
chr18:3624841-3625119	chr18:3630146-3630509
chr18:3624841-3625119	chr18:3639477-3639730
chr18:3624841-3625119	chr18:3650005-3650381
chr18:3624841-3625119	chr18:3660906-3661002
chr18:3624841-3625119	chr18:3661317-3661540
chr18:3624841-3625119	chr18:3665613-3666165
chr18:3624841-3625119	chr18:3676188-3676369
chr18:3625326-3625427	chr18:3625326-3625427
chr18:3625326-3625427	chr18:3630146-3630509
chr18:3625326-3625427	chr18:3639477-3639730
chr18:3625326-3625427	chr18:3650005-3650381
chr18:3625326-3625427	chr18:3660906-3661002
chr18:3625326-3625427	chr18:3661317-3661540
chr18:3625326-3625427	chr18:3665613-3666165
chr18:3625326-3625427	chr18:3676188-3676369
chr18:3630146-3630509	chr18:3630146-3630509
chr18:3630146-3630509	chr18:3639477-3639730
chr18:3630146-3630509	chr18:3650005-3650381
chr18:3630146-3630509	chr18:3660906-3661002
chr18:3630146-3630509	chr18:3661317-3661540
chr18:3630146-3630509	chr18:3665613-3666165
chr18:3630146-3630509	chr18:3676188-3676369
chr18:3639477-3639730	chr18:3639477-3639730
chr18:3639477-3639730	chr18:3650005-3650381
chr18:3639477-3639730	chr18:3660906-3661002
chr18:3639477-3639730	chr18:3661317-3661540
chr18:3639477-3639730	chr18:3665613-3666165
chr18:3639477-3639730	chr18:3676188-3676369
chr18:5294371-5294839	chr18:5318474-5318779
chr18:9090480-9090662	chr18:9101793-9102110
chr18:9095289-9095558	chr18:9138526-9138911
chr18:9101793-9102110	chr18:9138526-9138911
chr18:9613164-9613539	chr18:9914998-9915501
chr18:9740164-9740351	chr18:9762577-9762794
chr18:9740935-9741067	chr18:9762577-9762794
chr18:9742137-9742641	chr18:9762577-9762794
chr18:9742767-9742849	chr18:9762577-9762794
chr18:9743544-9744009	chr18:9762577-9762794
chr18:9828298-9828524	chr18:9914998-9915501
chr18:9828298-9828524	chr18:9838439-9838883
chr18:9829152-9829470	chr18:9838439-9838883
chr18:9866165-9866386	chr18:9877272-9877635
chr18:9869849-9870152	chr18:9877272-9877635
chr18:9869849-9870152	chr18:9914998-9915501
chr18:9877272-9877635	chr18:9914998-9915501
chr18:9877272-9877635	chr18:9899069-9899359
chr18:9899069-9899359	chr18:9914998-9915501
chr18:20035500-20035848	chr18:20046739-20046926
chr18:29080100-29080413	chr18:29092491-29092685
chr18:43250326-43250536	chr18:43266827-43267110
chr18:46307580-46307886	chr18:46479420-46479772
chr18:57541463-57541721	chr18:57566379-57566616
chr18:57552932-57553277	chr18:57566379-57566616
chr18:57572110-57572452	chr18:57584956-57585106
chr18:57572110-57572452	chr18:57585799-57586003
chr18:67901995-67902279	chr18:67957012-67957306
chr18:72916177-72916455	chr18:72919000-72919372
chr18:72916177-72916455	chr18:72919537-72919929
chr18:72916177-72916455	chr18:72919988-72920296
chrX:12965371-12965491	chrX:12988805-12989184
chrX:12965371-12965491	chrX:12989837-12990050
chrX:12965371-12965491	chrX:12990588-12990700
chrX:12965371-12965491	chrX:12991564-12992257
chrX:12965371-12965491	chrX:12996273-12996492
chrX:12965371-12965491	chrX:12996518-12996966
chrX:12965371-12965491	chrX:12996986-12997135
chrX:12968289-12968795	chrX:12988805-12989184
chrX:12968289-12968795	chrX:12989837-12990050
chrX:12968289-12968795	chrX:12990588-12990700
chrX:12968289-12968795	chrX:12991564-12992257
chrX:12968289-12968795	chrX:12996273-12996492
chrX:12968289-12968795	chrX:12996518-12996966
chrX:12968289-12968795	chrX:12996986-12997135
chrX:12969061-12969258	chrX:12988805-12989184
chrX:12969061-12969258	chrX:12989837-12990050
chrX:12969061-12969258	chrX:12990588-12990700
chrX:12969061-12969258	chrX:12991564-12992257
chrX:12969061-12969258	chrX:12996273-12996492
chrX:12969061-12969258	chrX:12996518-12996966
chrX:12969061-12969258	chrX:12996986-12997135
chrX:12969360-12969905	chrX:12988805-12989184
chrX:12969360-12969905	chrX:12989837-12990050
chrX:12969360-12969905	chrX:12990588-12990700
chrX:12969360-12969905	chrX:12991564-12992257
chrX:12969360-12969905	chrX:12996273-12996492
chrX:12969360-12969905	chrX:12996518-12996966
chrX:12969360-12969905	chrX:12996986-12997135
chrX:12972600-12972806	chrX:12988805-12989184
chrX:12972600-12972806	chrX:12989837-12990050
chrX:12972600-12972806	chrX:12990588-12990700
chrX:12972600-12972806	chrX:12991564-12992257
chrX:12972600-12972806	chrX:12996273-12996492
chrX:12972600-12972806	chrX:12996518-12996966
chrX:12972600-12972806	chrX:12996986-12997135
chrX:12973247-12973307	chrX:12988805-12989184
chrX:12973247-12973307	chrX:12989837-12990050
chrX:12973247-12973307	chrX:12990588-12990700
chrX:12973247-12973307	chrX:12991564-12992257
chrX:12973247-12973307	chrX:12996273-12996492
chrX:12973247-12973307	chrX:12996518-12996966
chrX:12973247-12973307	chrX:12996986-12997135
chrX:12973794-12974181	chrX:12988805-12989184
chrX:12973794-12974181	chrX:12989837-12990050
chrX:12973794-12974181	chrX:12990588-12990700
chrX:12973794-12974181	chrX:12991564-12992257
chrX:12973794-12974181	chrX:12996273-12996492
chrX:12973794-12974181	chrX:12996518-12996966
chrX:12973794-12974181	chrX:12996986-12997135
chrX:12974184-12974672	chrX:12988805-12989184
chrX:12974184-12974672	chrX:12989837-12990050
chrX:12974184-12974672	chrX:12990588-12990700
chrX:12974184-12974672	chrX:12991564-12992257
chrX:12974184-12974672	chrX:12996273-12996492
chrX:12974184-12974672	chrX:12996518-12996966
chrX:12974184-12974672	chrX:12996986-12997135
chrX:12974854-12975280	chrX:12988805-12989184
chrX:12974854-12975280	chrX:12989837-12990050
chrX:12974854-12975280	chrX:12990588-12990700
chrX:12974854-12975280	chrX:12991564-12992257
chrX:12974854-12975280	chrX:12996273-12996492
chrX:12974854-12975280	chrX:12996518-12996966
chrX:12974854-12975280	chrX:12996986-12997135
chrX:12976159-12976277	chrX:12988805-12989184
chrX:12976159-12976277	chrX:12989837-12990050
chrX:12976159-12976277	chrX:12990588-12990700
chrX:12976159-12976277	chrX:12991564-12992257
chrX:12976159-12976277	chrX:12996273-12996492
chrX:12976159-12976277	chrX:12996518-12996966
chrX:12976159-12976277	chrX:12996986-12997135
chrX:12980169-12980547	chrX:12988805-12989184
chrX:12980169-12980547	chrX:12989837-12990050
chrX:12980169-12980547	chrX:12990588-12990700
chrX:12980169-12980547	chrX:12991564-12992257
chrX:12980169-12980547	chrX:12996273-12996492
chrX:12980169-12980547	chrX:12996518-12996966
chrX:12980169-12980547	chrX:12996986-12997135
chrX:12965371-12965491	chrX:12973794-12974181
chrX:12965371-12965491	chrX:12974184-12974672
chrX:12968289-12968795	chrX:12980169-12980547
chrX:12969061-12969258	chrX:12980169-12980547
chrX:12969360-12969905	chrX:12980169-12980547
chrX:12991564-12992257	chrX:13002969-13003378
chrX:12996273-12996492	chrX:13002969-13003378
chrX:12996518-12996966	chrX:13002969-13003378
chrX:12996986-12997135	chrX:13002969-13003378
chrX:23800091-23800377	chrX:23916832-23916979
chrX:23800091-23800377	chrX:23919211-23919551
chrX:23806806-23807042	chrX:23916832-23916979
chrX:23806806-23807042	chrX:23919211-23919551
chrX:39873339-39874259	chrX:40034377-40034649
chrX:39873339-39874259	chrX:40034694-40035505
chrX:39873339-39874259	chrX:40011614-40011816
chrX:39873339-39874259	chrX:40012729-40012965
chrX:39873339-39874259	chrX:40013089-40013254
chrX:39873339-39874259	chrX:40014046-40014813
chrX:39949495-39949781	chrX:39949495-39949781
chrX:39949495-39949781	chrX:39950207-39950578
chrX:39949495-39949781	chrX:39951266-39951579
chrX:39949495-39949781	chrX:39953251-39953461
chrX:39949495-39949781	chrX:39953769-39954197
chrX:39949495-39949781	chrX:39958407-39958722
chrX:39949495-39949781	chrX:39961698-39961932
chrX:39949495-39949781	chrX:39963356-39963613
chrX:39949495-39949781	chrX:39963931-39964200
chrX:39949495-39949781	chrX:39964528-39964690
chrX:39949495-39949781	chrX:39964938-39965503
chrX:39949495-39949781	chrX:39965558-39965902
chrX:39949495-39949781	chrX:39966584-39967157
chrX:39949495-39949781	chrX:39968308-39968728
chrX:39949495-39949781	chrX:39968932-39969265
chrX:39949495-39949781	chrX:39972723-39972902
chrX:39950207-39950578	chrX:39950207-39950578
chrX:39950207-39950578	chrX:39951266-39951579
chrX:39950207-39950578	chrX:39953251-39953461
chrX:39950207-39950578	chrX:39953769-39954197
chrX:39950207-39950578	chrX:39958407-39958722
chrX:39950207-39950578	chrX:39961698-39961932
chrX:39950207-39950578	chrX:39963356-39963613
chrX:39950207-39950578	chrX:39963931-39964200
chrX:39950207-39950578	chrX:39964528-39964690
chrX:39950207-39950578	chrX:39964938-39965503
chrX:39950207-39950578	chrX:39965558-39965902
chrX:39950207-39950578	chrX:39966584-39967157
chrX:39950207-39950578	chrX:39968308-39968728
chrX:39950207-39950578	chrX:39968932-39969265
chrX:39950207-39950578	chrX:39972723-39972902
chrX:39951266-39951579	chrX:39951266-39951579
chrX:39951266-39951579	chrX:39953251-39953461
chrX:39951266-39951579	chrX:39953769-39954197
chrX:39951266-39951579	chrX:39958407-39958722
chrX:39951266-39951579	chrX:39961698-39961932
chrX:39951266-39951579	chrX:39963356-39963613
chrX:39951266-39951579	chrX:39963931-39964200
chrX:39951266-39951579	chrX:39964528-39964690
chrX:39951266-39951579	chrX:39964938-39965503
chrX:39951266-39951579	chrX:39965558-39965902
chrX:39951266-39951579	chrX:39966584-39967157
chrX:39951266-39951579	chrX:39968308-39968728
chrX:39951266-39951579	chrX:39968932-39969265
chrX:39951266-39951579	chrX:39972723-39972902
chrX:39953251-39953461	chrX:39953251-39953461
chrX:39953251-39953461	chrX:39953769-39954197
chrX:39953251-39953461	chrX:39958407-39958722
chrX:39953251-39953461	chrX:39961698-39961932
chrX:39953251-39953461	chrX:39963356-39963613
chrX:39953251-39953461	chrX:39963931-39964200
chrX:39953251-39953461	chrX:39964528-39964690
chrX:39953251-39953461	chrX:39964938-39965503
chrX:39953251-39953461	chrX:39965558-39965902
chrX:39953251-39953461	chrX:39966584-39967157
chrX:39953251-39953461	chrX:39968308-39968728
chrX:39953251-39953461	chrX:39968932-39969265
chrX:39953251-39953461	chrX:39972723-39972902
chrX:39953769-39954197	chrX:39953769-39954197
chrX:39953769-39954197	chrX:39958407-39958722
chrX:39953769-39954197	chrX:39961698-39961932
chrX:39953769-39954197	chrX:39963356-39963613
chrX:39953769-39954197	chrX:39963931-39964200
chrX:39953769-39954197	chrX:39964528-39964690
chrX:39953769-39954197	chrX:39964938-39965503
chrX:39953769-39954197	chrX:39965558-39965902
chrX:39953769-39954197	chrX:39966584-39967157
chrX:39953769-39954197	chrX:39968308-39968728
chrX:39953769-39954197	chrX:39968932-39969265
chrX:39953769-39954197	chrX:39972723-39972902
chrX:39958407-39958722	chrX:39958407-39958722
chrX:39958407-39958722	chrX:39961698-39961932
chrX:39958407-39958722	chrX:39963356-39963613
chrX:39958407-39958722	chrX:39963931-39964200
chrX:39958407-39958722	chrX:39964528-39964690
chrX:39958407-39958722	chrX:39964938-39965503
chrX:39958407-39958722	chrX:39965558-39965902
chrX:39958407-39958722	chrX:39966584-39967157
chrX:39958407-39958722	chrX:39968308-39968728
chrX:39958407-39958722	chrX:39968932-39969265
chrX:39958407-39958722	chrX:39972723-39972902
chrX:39961698-39961932	chrX:39961698-39961932
chrX:39961698-39961932	chrX:39963356-39963613
chrX:39961698-39961932	chrX:39963931-39964200
chrX:39961698-39961932	chrX:39964528-39964690
chrX:39961698-39961932	chrX:39964938-39965503
chrX:39961698-39961932	chrX:39965558-39965902
chrX:39961698-39961932	chrX:39966584-39967157
chrX:39961698-39961932	chrX:39968308-39968728
chrX:39961698-39961932	chrX:39968932-39969265
chrX:39961698-39961932	chrX:39972723-39972902
chrX:39963356-39963613	chrX:39963356-39963613
chrX:39963356-39963613	chrX:39963931-39964200
chrX:39963356-39963613	chrX:39964528-39964690
chrX:39963356-39963613	chrX:39964938-39965503
chrX:39963356-39963613	chrX:39965558-39965902
chrX:39963356-39963613	chrX:39966584-39967157
chrX:39963356-39963613	chrX:39968308-39968728
chrX:39963356-39963613	chrX:39968932-39969265
chrX:39963356-39963613	chrX:39972723-39972902
chrX:39963931-39964200	chrX:39963931-39964200
chrX:39963931-39964200	chrX:39964528-39964690
chrX:39963931-39964200	chrX:39964938-39965503
chrX:39963931-39964200	chrX:39965558-39965902
chrX:39963931-39964200	chrX:39966584-39967157
chrX:39963931-39964200	chrX:39968308-39968728
chrX:39963931-39964200	chrX:39968932-39969265
chrX:39963931-39964200	chrX:39972723-39972902
chrX:39964528-39964690	chrX:39964528-39964690
chrX:39964528-39964690	chrX:39964938-39965503
chrX:39964528-39964690	chrX:39965558-39965902
chrX:39964528-39964690	chrX:39966584-39967157
chrX:39964528-39964690	chrX:39968308-39968728
chrX:39964528-39964690	chrX:39968932-39969265
chrX:39964528-39964690	chrX:39972723-39972902
chrX:39964938-39965503	chrX:39964938-39965503
chrX:39964938-39965503	chrX:39965558-39965902
chrX:39964938-39965503	chrX:39966584-39967157
chrX:39964938-39965503	chrX:39968308-39968728
chrX:39964938-39965503	chrX:39968932-39969265
chrX:39964938-39965503	chrX:39972723-39972902
chrX:39965558-39965902	chrX:39965558-39965902
chrX:39965558-39965902	chrX:39966584-39967157
chrX:39965558-39965902	chrX:39968308-39968728
chrX:39965558-39965902	chrX:39968932-39969265
chrX:39965558-39965902	chrX:39972723-39972902
chrX:39966584-39967157	chrX:39966584-39967157
chrX:39966584-39967157	chrX:39968308-39968728
chrX:39966584-39967157	chrX:39968932-39969265
chrX:39966584-39967157	chrX:39972723-39972902
